,Date,Trading_Strategy,Transaction_Type,Stock_price,Transaction_amount,Return_money,Rate_of_Return
136,2022-12-12,MA5&TRIMA5^SMA5&TRIMA5,-1,28.6000003815,22000.0,272.0,0.012363636363636363
137,2022-02-16,MA5&TRIMA5^SMA5&TRIMA5,1,22.7999992371,22000.0,,
138,2022-02-18,MA5&TRIMA5^SMA5&TRIMA5,-1,22.5,22000.0,-289.0,-0.013136363636363637
139,2022-02-21,MA5&TRIMA5^SMA5&TRIMA5,1,22.3999996185,22000.0,,
140,2022-02-22,MA5&TRIMA5^SMA5&TRIMA5,-1,21.3999996185,22000.0,-982.0,-0.044636363636363634
141,2022-02-25,MA5&TRIMA5^SMA5&TRIMA5,1,20.3999996185,22000.0,,
142,2022-03-03,MA5&TRIMA5^SMA5&TRIMA5,-1,21.2999992371,22000.0,970.0,0.04409090909090909
143,2022-03-09,MA5&TRIMA5^SMA5&TRIMA5,1,20.3999996185,22000.0,,
144,2022-03-11,MA5&TRIMA5^SMA5&TRIMA5,-1,20.25,22000.0,-161.0,-0.007318181818181818
145,2022-03-16,MA5&TRIMA5^SMA5&TRIMA5,1,20.0,22000.0,,
146,2022-03-21,MA5&TRIMA5^SMA5&TRIMA5,-1,20.6499996185,22000.0,714.0,0.03245454545454545
147,2022-03-22,MA5&TRIMA5^SMA5&TRIMA5,1,20.8999996185,22000.0,,
148,2022-03-23,MA5&TRIMA5^SMA5&TRIMA5,-1,20.75,22000.0,-157.0,-0.007136363636363636
149,2022-01-10,MA5&TRIMA5^SMA5&TRIMA5,1,20.6499996185,22000.0,,
150,2022-03-28,MA5&TRIMA5^SMA5&TRIMA5,1,20.9500007629,22000.0,,
151,2022-04-01,MA5&TRIMA5^SMA5&TRIMA5,-1,21.7999992371,22000.0,892.0,0.040545454545454544
152,2022-04-06,MA5&TRIMA5^SMA5&TRIMA5,1,22.6499996185,22000.0,,
153,2022-04-08,MA5&TRIMA5^SMA5&TRIMA5,-1,21.8500003815,22000.0,-777.0,-0.03531818181818182
154,2022-04-12,MA5&TRIMA5^SMA5&TRIMA5,1,21.1000003815,22000.0,,
155,2022-04-15,MA5&TRIMA5^SMA5&TRIMA5,-1,20.25,22000.0,-886.0,-0.04027272727272727
156,2022-04-19,MA5&TRIMA5^SMA5&TRIMA5,1,20.2000007629,22000.0,,
157,2022-04-22,MA5&TRIMA5^SMA5&TRIMA5,-1,20.3999996185,22000.0,217.0,0.009863636363636364
158,2022-04-27,MA5&TRIMA5^SMA5&TRIMA5,1,18.1000003815,22000.0,,
159,2022-05-09,MA5&TRIMA5^SMA5&TRIMA5,-1,18.7000007629,22000.0,729.0,0.03313636363636364
160,2022-01-13,MA5&TRIMA5^SMA5&TRIMA5,-1,20.5,22000.0,2917.0,0.1325909090909091
161,2022-05-11,MA5&TRIMA5^SMA5&TRIMA5,1,18.9500007629,22000.0,,
162,2022-05-12,MA5&TRIMA5^SMA5&TRIMA5,-1,18.4500007629,22000.0,-580.0,-0.026363636363636363
163,2022-05-16,MA5&TRIMA5^SMA5&TRIMA5,1,18.2999992371,22000.0,,
164,2022-05-19,MA5&TRIMA5^SMA5&TRIMA5,-1,19.5,22000.0,1442.0,0.06554545454545455
165,2022-05-23,MA5&TRIMA5^SMA5&TRIMA5,1,19.9500007629,22000.0,,
166,2022-05-25,MA5&TRIMA5^SMA5&TRIMA5,-1,20.0,22000.0,55.0,0.0025
167,2022-06-01,MA5&TRIMA5^SMA5&TRIMA5,1,19.7999992371,22000.0,,
168,2022-01-17,SMA5&TRIMA5^MA5&TRIMA5,1,20.7999992371,10000.0,,
169,2022-06-15,SMA5&TRIMA5^MA5&TRIMA5,-1,21.1499996185,10000.0,168.0,0.0168
170,2022-06-20,SMA5&TRIMA5^MA5&TRIMA5,1,19.4500007629,10000.0,,
171,2022-06-29,SMA5&TRIMA5^MA5&TRIMA5,-1,20.0,10000.0,282.0,0.0282
172,2022-07-05,SMA5&TRIMA5^MA5&TRIMA5,1,19.1499996185,10000.0,,
173,2022-01-19,SMA5&TRIMA5^MA5&TRIMA5,-1,20.8500003815,10000.0,887.0,0.0887
174,2022-07-07,SMA5&TRIMA5^MA5&TRIMA5,-1,19.1000003815,10000.0,-26.0,-0.0026
175,2022-07-13,SMA5&TRIMA5^MA5&TRIMA5,1,17.7999992371,10000.0,,
176,2022-07-18,SMA5&TRIMA5^MA5&TRIMA5,-1,18.2000007629,10000.0,224.0,0.0224
177,2022-07-21,SMA5&TRIMA5^MA5&TRIMA5,1,19.25,10000.0,,
178,2022-07-25,SMA5&TRIMA5^MA5&TRIMA5,-1,18.7000007629,10000.0,-285.0,-0.0285
179,2022-07-27,SMA5&TRIMA5^MA5&TRIMA5,1,18.6499996185,10000.0,,
180,2022-08-02,SMA5&TRIMA5^MA5&TRIMA5,-1,19.1000003815,10000.0,241.0,0.0241
181,2022-01-21,SMA5&TRIMA5^MA5&TRIMA5,1,21.3500003815,10000.0,,
182,2022-08-05,SMA5&TRIMA5^MA5&TRIMA5,1,18.8999996185,10000.0,,
183,2022-08-09,SMA5&TRIMA5^MA5&TRIMA5,-1,19.1000003815,10000.0,105.0,0.0105
